date_sk	full_date	total_orders	total_customers	repeat_customers	total_gmv	avg_order_value	avg_review_score	delay_rate	dwh_create_date
20170421	2017-04-21	66	66	2	10101.02	153.05	3.75757575757576	7.58	2026-05-15 13:57:41.810
20180102	2018-01-02	200	200	8	28935.99	144.68	4.12	2.00	2026-05-15 13:57:41.810
20180620	2018-06-20	212	212	14	33389.00	157.50	4.30188679245283	0.00	2026-05-15 13:57:41.810
20180520	2018-05-20	158	158	6	22624.45	143.19	4.00632911392405	20.25	2026-05-15 13:57:41.810
20170713	2017-07-13	131	129	9	17675.37	134.93	4.16030534351145	3.82	2026-05-15 13:57:41.810
20180414	2018-04-14	145	143	10	22305.81	153.83	4.00689655172414	4.83	2026-05-15 13:57:41.810
20180308	2018-03-08	227	223	11	33059.59	145.64	3.75330396475771	25.11	2026-05-15 13:57:41.810
20170321	2017-03-21	92	90	4	13166.64	143.12	4.08695652173913	3.26	2026-05-15 13:57:41.810
20170925	2017-09-25	129	129	9	20365.15	157.87	4.29457364341085	0.78	2026-05-15 13:57:41.810
20170527	2017-05-27	77	76	10	15158.26	196.86	4.38961038961039	2.60	2026-05-15 13:57:41.810
20170129	2017-01-29	32	31	3	6593.76	206.06	4.375	6.25	2026-05-15 13:57:41.810
20180806	2018-08-06	360	360	16	62379.72	173.28	4.24166666666667	20.00	2026-05-15 13:57:41.810
20170819	2017-08-19	106	106	6	15031.02	141.80	4.13207547169811	1.89	2026-05-15 13:57:41.810
20180706	2018-07-06	118	118	5	21615.33	183.18	4.40677966101695	1.69	2026-05-15 13:57:41.810
20170427	2017-04-27	68	68	4	10832.49	159.30	4.36764705882353	0.00	2026-05-15 13:57:41.810
20180111	2018-01-11	260	259	15	45892.54	176.51	4.22307692307692	3.08	2026-05-15 13:57:41.810
20180420	2018-04-20	100	100	5	17749.18	177.49	4.33	3.00	2026-05-15 13:57:41.810
20170602	2017-06-02	123	121	12	21013.76	170.84	4.2520325203252	4.07	2026-05-15 13:57:41.810
20170911	2017-09-11	176	176	5	26817.75	152.37	4.28409090909091	5.11	2026-05-15 13:57:41.810
20170410	2017-04-10	84	84	5	13049.66	155.35	4.07142857142857	7.14	2026-05-15 13:57:41.810
20171220	2017-12-20	168	167	9	30531.41	181.73	4.00297619047619	6.55	2026-05-15 13:57:41.810
20170224	2017-02-24	60	60	2	7779.20	129.65	4.3	5.00	2026-05-15 13:57:41.810
20170702	2017-07-02	101	100	6	13261.09	131.30	4.33663366336634	2.97	2026-05-15 13:57:41.810
20170310	2017-03-10	84	81	7	14005.74	166.74	4.39285714285714	2.38	2026-05-15 13:57:41.810
20180529	2018-05-29	145	145	8	24731.67	170.56	4.31034482758621	0.00	2026-05-15 13:57:41.810
20170201	2017-02-01	61	60	3	8788.70	144.08	4.22950819672131	1.64	2026-05-15 13:57:41.810
20170207	2017-02-07	108	104	8	16020.23	148.34	4.33333333333333	1.85	2026-05-15 13:57:41.810
20180629	2018-06-29	157	156	6	21737.50	138.46	4.26114649681529	1.27	2026-05-15 13:57:41.810
20161007	2016-10-07	35	35	1	6423.64	183.53	3.85714285714286	0.00	2026-05-15 13:57:41.810
20180715	2018-07-15	148	148	1	33876.60	228.90	4.13513513513514	5.41	2026-05-15 13:57:41.810
20170828	2017-08-28	150	145	10	24637.72	164.25	4.37333333333333	4.00	2026-05-15 13:57:41.810
20180503	2018-05-03	297	294	20	47520.95	160.00	4.34343434343434	3.70	2026-05-15 13:57:41.810
20170118	2017-01-18	30	30	3	3811.68	127.06	3.7	3.33	2026-05-15 13:57:41.810
20170616	2017-06-16	94	93	2	14547.83	154.76	4.20212765957447	6.38	2026-05-15 13:57:41.810
20180523	2018-05-23	131	131	6	20219.08	154.34	4.33587786259542	2.29	2026-05-15 13:57:41.810
20170516	2017-05-16	149	146	12	24213.16	162.50	4.1510067114094	2.68	2026-05-15 13:57:41.810
20180815	2018-08-15	277	277	13	51544.05	186.08	4.29963898916967	8.66	2026-05-15 13:57:41.810
20170808	2017-08-08	146	145	8	21541.13	147.54	4.33561643835616	4.79	2026-05-15 13:57:41.810
20171226	2017-12-26	165	165	10	23280.78	141.10	4.27878787878788	2.42	2026-05-15 13:57:41.810
20180211	2018-02-11	165	163	14	25377.01	153.80	3.68484848484849	15.15	2026-05-15 13:57:41.810
20180709	2018-07-09	146	146	9	22894.00	156.81	4.27397260273973	5.48	2026-05-15 13:57:41.810
20170928	2017-09-28	140	140	7	26042.47	186.02	4.27857142857143	2.14	2026-05-15 13:57:41.810
20170430	2017-04-30	66	66	2	9289.56	140.75	4.1969696969697	4.55	2026-05-15 13:57:41.810
20180317	2018-03-17	175	174	6	23495.56	134.26	3.88	20.57	2026-05-15 13:57:41.810
20180403	2018-04-03	243	243	8	41814.26	172.08	4.1522633744856	10.70	2026-05-15 13:57:41.810
20170914	2017-09-14	163	162	14	26057.64	159.86	4.07361963190184	7.98	2026-05-15 13:57:41.810
20170622	2017-06-22	83	82	9	10159.55	122.40	4.10240963855422	6.02	2026-05-15 13:57:41.810
20171120	2017-11-20	219	217	8	49081.73	224.12	4.00456621004566	14.16	2026-05-15 13:57:41.810
20171014	2017-10-14	114	114	4	15715.40	137.85	4.24561403508772	4.39	2026-05-15 13:57:41.810
20170330	2017-03-30	72	72	6	11172.34	155.17	4.19444444444444	4.17	2026-05-15 13:57:41.810
20170722	2017-07-22	87	84	7	13279.20	152.63	4.13218390804598	2.30	2026-05-15 13:57:41.810
20180609	2018-06-09	169	169	9	33831.91	200.19	4.37869822485207	1.18	2026-05-15 13:57:41.810
20170221	2017-02-21	39	39	3	8982.23	230.31	4.07692307692308	2.56	2026-05-15 13:57:41.810
20180108	2018-01-08	287	285	16	43927.03	153.06	4.13066202090592	3.83	2026-05-15 13:57:41.810
20180131	2018-01-31	251	246	10	37201.35	148.21	4.20517928286853	4.78	2026-05-15 13:57:41.810
20170413	2017-04-13	60	59	5	11216.11	186.94	4.1	8.33	2026-05-15 13:57:41.810
20180818	2018-08-18	192	192	10	28332.55	147.57	4.38020833333333	2.60	2026-05-15 13:57:41.810
20170908	2017-09-08	111	109	10	14069.01	126.75	4.37837837837838	5.41	2026-05-15 13:57:41.810
20180423	2018-04-23	215	215	9	34063.65	158.44	4.16046511627907	5.58	2026-05-15 13:57:41.810
20170204	2017-02-04	63	63	2	15191.04	241.13	4.17460317460317	3.17	2026-05-15 13:57:41.810
20161004	2016-10-04	54	54	1	9821.42	181.88	3.96296296296296	3.70	2026-05-15 13:57:41.810
20180626	2018-06-26	230	230	10	36348.48	158.04	4.28260869565217	0.00	2026-05-15 13:57:41.810
20170307	2017-03-07	78	77	1	13190.06	169.10	4.21794871794872	6.41	2026-05-15 13:57:41.810
20170304	2017-03-04	69	66	4	10024.79	145.29	4.26086956521739	5.80	2026-05-15 13:57:41.810
20180526	2018-05-26	99	99	8	16914.09	170.85	4.31313131313131	1.01	2026-05-15 13:57:41.810
20170825	2017-08-25	117	113	12	16589.62	141.79	4.16239316239316	5.98	2026-05-15 13:57:41.810
20170519	2017-05-19	140	135	13	20483.89	146.31	4.16428571428571	2.14	2026-05-15 13:57:41.810
20170705	2017-07-05	138	135	9	23844.87	172.79	4.14492753623188	3.62	2026-05-15 13:57:41.810
20171203	2017-12-03	226	226	12	33554.34	148.47	3.94247787610619	11.50	2026-05-15 13:57:41.810
20170805	2017-08-05	113	111	8	14282.71	126.40	4.35840707964602	1.77	2026-05-15 13:57:41.810
20170831	2017-08-31	143	142	6	22824.04	159.61	4.29370629370629	5.59	2026-05-15 13:57:41.810
20170513	2017-05-13	67	66	7	9781.86	146.00	4.02985074626866	2.99	2026-05-15 13:57:41.810
20180128	2018-01-28	149	147	6	25685.11	172.38	4.26174496644295	4.03	2026-05-15 13:57:41.810
20171117	2017-11-17	185	183	13	33589.38	181.56	4.02162162162162	10.27	2026-05-15 13:57:41.810
20170619	2017-06-19	152	148	11	25319.01	166.57	4.09868421052632	5.26	2026-05-15 13:57:41.810
20170121	2017-01-21	22	20	4	2897.86	131.72	3.63636363636364	0.00	2026-05-15 13:57:41.810
20170725	2017-07-25	145	143	8	19767.31	136.33	4.12413793103448	4.14	2026-05-15 13:57:41.810
20170227	2017-02-27	41	41	1	6727.34	164.08	4.17073170731707	7.32	2026-05-15 13:57:41.810
20171223	2017-12-23	101	100	5	13952.53	138.14	4	11.88	2026-05-15 13:57:41.810
20180320	2018-03-20	292	290	10	42122.06	144.25	4	14.73	2026-05-15 13:57:41.810
20171011	2017-10-11	151	147	8	21848.65	144.69	4.18211920529801	4.64	2026-05-15 13:57:41.810
20180712	2018-07-12	117	116	5	22767.58	194.59	4.11965811965812	11.11	2026-05-15 13:57:41.810
20180606	2018-06-06	224	223	10	31709.91	141.56	4.07589285714286	1.34	2026-05-15 13:57:41.810
20180612	2018-06-12	238	238	7	45467.20	191.04	4.24789915966387	3.36	2026-05-15 13:57:41.810
20180506	2018-05-06	205	204	9	32099.05	156.58	4.13658536585366	3.90	2026-05-15 13:57:41.810
20180314	2018-03-14	195	194	8	27150.51	139.23	3.67179487179487	23.59	2026-05-15 13:57:41.810
20170327	2017-03-27	107	106	4	18517.10	173.06	4.1214953271028	4.67	2026-05-15 13:57:41.810
20180214	2018-02-14	281	270	20	41008.72	145.94	4.09786476868327	13.88	2026-05-15 13:57:41.810
20171017	2017-10-17	195	192	17	34316.96	175.98	4.25128205128205	9.74	2026-05-15 13:57:41.810
